name	description	function	returns	argument	type	details 
ee.Image.rgb	Create a 3-band image specifically for visualization. This uses the first band in each image.	ee.Image.rgb(r, g, b)	Image	r|g|b	Image|Image|Image	
ee.Image.rgbToHsv	Transforms the image from the RGB color space to the HSV color space.  Expects a 3 band image in the range [0, 1], and produces three bands: hue, saturation and value with values in the range [0, 1].	Image.rgbToHsv()	Image	image	Image	
ee.Image.rightShift	Calculates the signed right shift of v1 by v2 bits for each matched pair of bands in image1 and image2. If either image1 or image2 has only 1 band, then it is used against all the bands in the other image. If the images have the same number of bands, but not the same names, they're used pairwise in the natural order. The output bands are named for the longer of the two inputs, or if they're equal in length, in image1's order. The type of the output pixels is the union of the input types.	Image.rightShift(image2)	Image	image1|image2	Image|Image	
ee.Image.round	Computes the integer nearest to the input.	Image.round()	Image	value	Image	
ee.Image.rsedTransform	Computes the 2D maximal height surface created by placing an inverted parabola over each non-zero pixel of the input image, where the pixel's value is the height of the parabola.  Viewed as a binary image (zero/not-zero) this is equivalent to buffering each non-zero input pixel by the square root of its value, in pixels.	Image.rsedTransform(neighborhood, units)	Image	image|neighborhood|units	"Image|Integer, default: 256|String, default: ""pixels"""	
ee.Image.sample	Samples the pixels of an image, returning them as a FeatureCollection. Each feature will have 1 property per band in the input image. Note that the default behavior is to drop features that intersect masked pixels, which result in null-valued properties (see dropNulls argument).	Image.sample(region, scale, projection, factor, numPixels, seed, dropNulls, tileScale, geometries)	FeatureCollection	image|region|scale|projection|factor|numPixels|seed|dropNulls|tileScale|geometries	Image|Geometry, default: null|Float, default: null|Projection, default: null|Float, default: null|Long, default: null|Integer, default: 0|Boolean, default: true|Float, default: 1|Boolean, default: false	
ee.Image.sampleRectangle	Extracts a rectangular region of pixels from an image into a ND array per band. The arrays are returned in a feature retaining the same properties as the image and a geometry the same as that used to sample the image (or the image footprint if unspecified). Each band is sampled in its input projection, and if no geometry is specified, sampled using its footprint. For scalar bands, the output array is 2D. For array bands the output array is (2+N)D where N is the number of dimensions in the original band. If sampling array bands, all arrays must have the same number of elements. If a band's sampled region is entirely masked and a default array value is specified, the default array value is used in-lieu of sampling the image.	Image.sampleRectangle(region, properties, defaultValue, defaultArrayValue)	Feature	image|region|properties|defaultValue|defaultArrayValue	Image|Geometry, default: null|List, default: null|Float, default: null|Array, default: null	
ee.Image.sampleRegions	Converts each pixel of an image (at a given scale) that intersects one or more regions to a Feature, returning them as a FeatureCollection.  Each output feature will have one property per band of the input image, as well as any specified properties copied from the input feature.	Image.sampleRegions(collection, properties, scale, projection, tileScale, geometries)	FeatureCollection	image|collection|properties|scale|projection|tileScale|geometries	Image|FeatureCollection|List, default: null|Float, default: null|Projection, default: null|Float, default: 1|Boolean, default: false	
ee.Image.select	Selects bands from an image.	Image.select(var_args)	Image	image|var_args	Image|VarArgs	
ee.Image.selfMask	Updates an image's mask at all positions where the existing mask is not zero using the value of the image as the new mask value. The output image retains the metadata and footprint of the input image.	Image.selfMask()	Image	image	Image	
ee.Image.serialize	Returns the serialized representation of this object.	Image.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.Image.set	Overrides one or more metadata properties of an Element.	Image.set(var_args)	Element	element|var_args	Element|VarArgs	
ee.Image.setDefaultProjection	Set a default projection to be applied to this image. The projection's resolution may be overridden by later operations.	Image.setDefaultProjection(crs, crsTransform, scale)	Image	image|crs|crsTransform|scale	Image|Projection|List, default: null|Float, default: null	
ee.Image.short	Casts the input value to a signed 16-bit integer.	Image.short()	Image	value	Image	
ee.Image.signum	Computes the signum function (sign) of the input; zero if the input is zero, 1 if the input is greater than zero, -1 if the input is less than zero.	Image.signum()	Image	value	Image	
ee.Image.sin	Computes the sine of the input in radians.	Image.sin()	Image	value	Image	
ee.Image.sinh	Computes the hyperbolic sine of the input.	Image.sinh()	Image	value	Image	
ee.Image.sldStyle	Styles a raster input with the provided OGC SLD styling.	Image.sldStyle(sldXml)	Image	input|sldXml	Image|String	
ee.Image.slice	Selects a contiguous group of bands from an image by position.	Image.slice(start, end)	Image	image|start|end	Image|Integer|Integer, default: null	
ee.Image.spectralDilation	Computes the spectral/spatial dilation of an image by computing the spectral distance of each pixel under a structuring kernel from the centroid of all pixels under the kernel and taking the most distant result. See 'Spatial/spectral endmember extraction by multidimensional morphological operations.' IEEE transactions on geoscience and remote sensing 40.9 (2002): 2025-2041.	Image.spectralDilation(metric, kernel, useCentroid)	Image	image|metric|kernel|useCentroid	"Image|String, default: ""sam""|Kernel, default: null|Boolean, default: false"	
ee.Image.spectralDistance	Computes the per-pixel spectral distance between two images.  If the images are array based then only the first band of each image is used; otherwise all bands are involved in the distance computation.  The two images are therefore expected  to contain the same number of bands or have the same 1-dimensional array length.	Image.spectralDistance(image2, metric)	Image	image1|image2|metric	"Image|Image|String, default: ""sam"""	
ee.Image.spectralErosion	Computes the spectral/spatial erosion of an image by computing the spectral distance of each pixel under a structuring kernel from the centroid of all pixels under the kernel and taking the closest result.  See 'Spatial/spectral endmember extraction by multidimensional morphological operations.' IEEE transactions on geoscience and remote sensing 40.9 (2002): 2025-2041.	Image.spectralErosion(metric, kernel, useCentroid)	Image	image|metric|kernel|useCentroid	"Image|String, default: ""sam""|Kernel, default: null|Boolean, default: false"	
ee.Image.spectralGradient	Computes the spectral gradient over all bands of an image (or the first band if the image is Array typed) by computing the per-pixel difference between the spectral erosion and dilation with a given structuring kernel and distance metric. See: Plaza, Antonio, et al. 'Spatial/spectral endmember extraction by multidimensional morphological operations.' IEEE transactions on geoscience and remote sensing 40.9 (2002): 2025-2041.	Image.spectralGradient(metric, kernel, useCentroid)	Image	image|metric|kernel|useCentroid	"Image|String, default: ""sam""|Kernel, default: null|Boolean, default: false"	
ee.Image.sqrt	Computes the square root of the input.	Image.sqrt()	Image	value	Image	
ee.Image.stratifiedSample	Extracts a stratified random sample of points from an image.  Extracts the specified number of samples for each distinct value discovered within the 'classBand'.  Returns a FeatureCollection of 1 Feature per extracted point, with each feature having 1 property per band in the input image.  If there are less than the specified number of samples available for a given class value, then all of the points for that class will be included.  Requires that the classBand contain integer values.	Image.stratifiedSample(numPoints, classBand, region, scale, projection, seed, classValues, classPoints, dropNulls, tileScale, geometries)	FeatureCollection	image|numPoints|classBand|region|scale|projection|seed|classValues|classPoints|dropNulls|tileScale|geometries	Image|Integer|String, default: null|Geometry, default: null|Float, default: null|Projection, default: null|Integer, default: 0|List, default: null|List, default: null|Boolean, default: true|Float, default: 1|Boolean, default: false	
ee.Image.subtract	Subtracts the second value from the first for each matched pair of bands in image1 and image2. If either image1 or image2 has only 1 band, then it is used against all the bands in the other image. If the images have the same number of bands, but not the same names, they're used pairwise in the natural order. The output bands are named for the longer of the two inputs, or if they're equal in length, in image1's order. The type of the output pixels is the union of the input types.	Image.subtract(image2)	Image	image1|image2	Image|Image	
ee.Image.tan	Computes the tangent of the input in radians.	Image.tan()	Image	value	Image	
ee.Image.tanh	Computes the hyperbolic tangent of the input.	Image.tanh()	Image	value	Image	
ee.Image.toArray	Concatenates pixels from each band into a single array per pixel. The result will be masked if any input bands are masked.	Image.toArray(axis)	Image	image|axis	Image|Integer, default: 0	
ee.Image.toByte	Casts the input value to an unsigned 8-bit integer.	Image.toByte()	Image	value	Image	
ee.Image.toDictionary	Extract properties from a feature as a dictionary.	Image.toDictionary(properties)	Dictionary	element|properties	Element|List, default: null	
ee.Image.toDouble	Casts the input value to a 64-bit float.	Image.toDouble()	Image	value	Image	
ee.Image.toFloat	Casts the input value to a 32-bit float.	Image.toFloat()	Image	value	Image	
ee.Image.toInt	Casts the input value to a signed 32-bit integer.	Image.toInt()	Image	value	Image	
ee.Image.toInt16	Casts the input value to a signed 16-bit integer.	Image.toInt16()	Image	value	Image	
ee.Image.toInt32	Casts the input value to a signed 32-bit integer.	Image.toInt32()	Image	value	Image	
ee.Image.toInt64	Casts the input value to a signed 64-bit integer.	Image.toInt64()	Image	value	Image	
ee.Image.toInt8	Casts the input value to a signed 8-bit integer.	Image.toInt8()	Image	value	Image	
ee.Image.toLong	Casts the input value to a signed 64-bit integer.	Image.toLong()	Image	value	Image	
ee.Image.toShort	Casts the input value to a signed 16-bit integer.	Image.toShort()	Image	value	Image	
ee.Image.toUint16	Casts the input value to an unsigned 16-bit integer.	Image.toUint16()	Image	value	Image	
ee.Image.toUint32	Casts the input value to an unsigned 32-bit integer.	Image.toUint32()	Image	value	Image	
ee.Image.toUint8	Casts the input value to an unsigned 8-bit integer.	Image.toUint8()	Image	value	Image	
ee.Image.translate	Translate the input image.	Image.translate(x, y, units, proj)	Image	input|x|y|units|proj	"Image|Float|Float|String, default: ""meters""|Projection, default: null"	
ee.Image.trigamma	Computes the trigamma function of the input.	Image.trigamma()	Image	value	Image	
ee.Image.uint16	Casts the input value to an unsigned 16-bit integer.	Image.uint16()	Image	value	Image	
ee.Image.uint32	Casts the input value to an unsigned 32-bit integer.	Image.uint32()	Image	value	Image	
ee.Image.uint8	Casts the input value to an unsigned 8-bit integer.	Image.uint8()	Image	value	Image	
ee.Image.unitScale	Scales the input so that the range of input values [low, high] becomes [0, 1]. Values outside the range are NOT clamped. This algorithm always produces floating point pixels.	Image.unitScale(low, high)	Image	input|low|high	Image|Float|Float	
ee.Image.unmask	Replaces mask and value of the input image with the mask and value of another image at all positions where the input mask is zero. The output image retains the metadata of the input image. By default, the output image also retains the footprint of the input, but setting sameFootprint to false allows to extend the footprint.	Image.unmask(value, sameFootprint)	Image	input|value|sameFootprint	Image|Image, default: null|Boolean, default: true	
ee.Image.unmix	Unmix each pixel with the given endmembers, by computing the pseudo-inverse and multiplying it through each pixel.  Returns an image of doubles with the same number of bands as endmembers.	Image.unmix(endmembers, sumToOne, nonNegative)	Image	image|endmembers|sumToOne|nonNegative	Image|List|Boolean, default: false|Boolean, default: false	
ee.Image.updateMask	Updates an image's mask at all positions where the existing mask is not zero. The output image retains the metadata and footprint of the input image.	Image.updateMask(mask)	Image	image|mask	Image|Image	
ee.Image.visualize	Produces an RGB or grayscale visualization of an image.  Each of the gain, bias, min, max and gamma arguments can take either a single value, which will be applied to all bands, or a list of values the same length as bands.	Image.visualize(bands, gain, bias, min, max, gamma, opacity, palette, forceRgbOutput)	Image	image|bands|gain|bias|min|max|gamma|opacity|palette|forceRgbOutput	Image|Object, default: null|Object, default: null|Object, default: null|Object, default: null|Object, default: null|Object, default: null|Number, default: null|Object, default: null|Boolean, default: false	
ee.Image.where	Performs conditional replacement of values.	Image.where(test, value)	Image	input|test|value	Image|Image|Image	
ee.Image.zeroCrossing	Finds zero-crossings on each band of an image.	Image.zeroCrossing()	Image	image	Image	
ee.ImageCollection	ImageCollections can be constructed from the following arguments:	ee.ImageCollection(args)	ImageCollection	args	ComputedObject|Image|List	
ee.ImageCollection.aggregate_array	Aggregates over a given property of the objects in a collection, calculating a list of all the values of the selected property.	ImageCollection.aggregate_array(property)	List	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_count	Aggregates over a given property of the objects in a collection, calculating the number of non-null values of the property.	ImageCollection.aggregate_count(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_count_distinct	Aggregates over a given property of the objects in a collection, calculating the number of distinct values for the selected property.	ImageCollection.aggregate_count_distinct(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_first	Aggregates over a given property of the objects in a collection, calculating the property value of the first object in the collection.	ImageCollection.aggregate_first(property)		collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_histogram	Aggregates over a given property of the objects in a collection, calculating a histogram of the selected property.	ImageCollection.aggregate_histogram(property)	Dictionary	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_max	Aggregates over a given property of the objects in a collection, calculating the maximum of the values of the selected property.	ImageCollection.aggregate_max(property)		collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_mean	Aggregates over a given property of the objects in a collection, calculating the mean of the selected property.	ImageCollection.aggregate_mean(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_min	Aggregates over a given property of the objects in a collection, calculating the minimum of the values of the selected property.	ImageCollection.aggregate_min(property)		collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_product	Aggregates over a given property of the objects in a collection, calculating the product of the values of the selected property.	ImageCollection.aggregate_product(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_sample_sd	Aggregates over a given property of the objects in a collection, calculating the sample std. deviation of the values of the selected property.	ImageCollection.aggregate_sample_sd(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_sample_var	Aggregates over a given property of the objects in a collection, calculating the sample variance of the values of the selected property.	ImageCollection.aggregate_sample_var(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_stats	Aggregates over a given property of the objects in a collection, calculating the sum, min, max, mean, sample standard deviation, sample variance, total standard deviation and total variance of the selected property.	ImageCollection.aggregate_stats(property)	Dictionary	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_sum	Aggregates over a given property of the objects in a collection, calculating the sum of the values of the selected property.	ImageCollection.aggregate_sum(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_total_sd	Aggregates over a given property of the objects in a collection, calculating the total std. deviation of the values of the selected property.	ImageCollection.aggregate_total_sd(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.aggregate_total_var	Aggregates over a given property of the objects in a collection, calculating the total variance of the values of the selected property.	ImageCollection.aggregate_total_var(property)	Number	collection|property	FeatureCollection|String	
ee.ImageCollection.and	Reduces an image collection by setting each pixel to 1 iff all the non-masked values at that pixel are non-zero across the stack of all matching bands. Bands are matched by name.	ImageCollection.and()	Image	collection	ImageCollection	
ee.ImageCollection.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	ImageCollection.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.ImageCollection.cast	Casts some or all bands of each image in an ImageCollection to the specified types.	ImageCollection.cast(bandTypes, bandOrder)	ImageCollection	collection|bandTypes|bandOrder	ImageCollection|Dictionary|List	
ee.ImageCollection.combine	Makes a new collection that is a copy of the images in primary, adding all the bands from the image in secondary with a matching ID. If there are no matching IDs, the resulting collection will be empty. This is equivalent to an inner join on ID with merging of the bands of the result.	ImageCollection.combine(secondary, overwrite)	ImageCollection	primary|secondary|overwrite	ImageCollection|ImageCollection|Boolean, default: false	
ee.ImageCollection.copyProperties	Copies metadata properties from one element to another.	ImageCollection.copyProperties(source, properties, exclude)	Element	destination|source|properties|exclude	Element, default: null|Element, default: null|List, default: null|List, default: null	
ee.ImageCollection.count	Reduces an image collection by calculating the number of images with a valid mask at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.count()	Image	collection	ImageCollection	
ee.ImageCollection.distance	Produces a DOUBLE image where each pixel is the distance in meters from the pixel center to the nearest Point, LineString, or polygonal boundary in the collection. Note distance is also measured within interiors of polygons. Pixels that are not within 'searchRadius' meters of a geometry will be masked out.	ImageCollection.distance(searchRadius, maxError)	Image	features|searchRadius|maxError	FeatureCollection|Float, default: 100000|Float, default: 100	
ee.ImageCollection.distinct	Removes duplicates from a collection. Note that duplicates are determined using a strong hash over the serialized form of the selected properties.	ImageCollection.distinct(properties)	FeatureCollection	collection|properties	FeatureCollection|Object	
ee.ImageCollection.draw	Paints a vector collection for visualization. Not intended for use as input to other algorithms.	ImageCollection.draw(color, pointRadius, strokeWidth)	Image	collection|color|pointRadius|strokeWidth	FeatureCollection|String|Integer, default: 3|Integer, default: 2	
ee.ImageCollection.errorMatrix	Computes a 2D error matrix for a collection by comparing two columns of a collection: one containing the actual values, and one containing predicted values.The values are expected to be small contiguous integers, starting from 0. Axis 0 (the rows) of the matrix correspond to the actual values, and Axis 1 (the columns) to the predicted values.	ImageCollection.errorMatrix(actual, predicted, order)	ConfusionMatrix	collection|actual|predicted|order	FeatureCollection|String|String|List, default: null	
ee.ImageCollection.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	ImageCollection.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.ImageCollection.filter	Apply a filter to this collection.	ImageCollection.filter(filter)	Collection	collection|filter	Collection|Filter	
ee.ImageCollection.filterBounds	Shortcut to filter a collection by intersection with geometry. Items in the collection with a footprint that fails to intersect the given geometry will be excluded.	ImageCollection.filterBounds(geometry)	Collection	collection|geometry	Collection|ComputedObject|FeatureCollection|Geometry	
ee.ImageCollection.filterDate	Shortcut to filter a collection by a date range. The start and end may be Dates, numbers (interpreted as milliseconds since 1970-01-01T00:00:00Z), or strings (such as '1996-01-01T08:00'). Based on 'system:time_start'.	ImageCollection.filterDate(start, end)	Collection	collection|start|end	Collection|Date|Number|String|Date|Number|String, optional	
ee.ImageCollection.first	Returns the first entry from a given collection.	ImageCollection.first()	Image	imagecollection	ImageCollection	
ee.ImageCollection.flatten	Flattens collections of collections.	ImageCollection.flatten()	FeatureCollection	collection	FeatureCollection	
ee.ImageCollection.formaTrend	Computes the long and short term trends of a time series or optionally, the trends of the ratio of the time series and a covariate.  The long term trend is estimated from the linear term of a regression on the full time series.  The short term trend is computed as the windowed minimum over the time series.	ImageCollection.formaTrend(covariates, windowSize)	Image	timeSeries|covariates|windowSize	ImageCollection|ImageCollection, default: null|Integer, default: 6	
ee.ImageCollection.fromImages	Returns the image collection containing the given images.	ee.ImageCollection.fromImages(images)	ImageCollection	images	List	
ee.ImageCollection.geometry	Extracts and merges the geometries of a collection. Requires that all the geometries in the collection share the projection and edge interpretation.	ImageCollection.geometry(maxError)	Geometry	collection|maxError	FeatureCollection|ErrorMargin, optional	
ee.ImageCollection.get	Extract a property from a feature.	ImageCollection.get(property)		object|property	Element|String	
ee.ImageCollection.getArray	Extract a property from a feature.	ImageCollection.getArray(property)	Array	object|property	Element|String	
ee.ImageCollection.getFilmstripThumbURL	Get the URL of a tiled thumbnail for this ImageCollection.	ImageCollection.getFilmstripThumbURL(params, callback)	Object|String	imagecollection|params| dimensions | region | format |callback	ImageCollection|Object| region  (E,S,W,N or GeoJSON) Geospatial region of the image to render. By default, the whole image.|Function, optional	
ee.ImageCollection.getInfo	An imperative function that returns all the known information about this collection via an AJAX call.	ImageCollection.getInfo(callback)	ImageCollectionDescription	imagecollection|callback	ImageCollection|Function, optional	
ee.ImageCollection.getMapId	An imperative function that returns a map ID via a synchronous AJAX call.	ImageCollection.getMapId(visParams, callback)	MapId|Object	imagecollection|visParams|callback	ImageCollection|Object, optional|Function, optional	
ee.ImageCollection.getNumber	Extract a property from a feature.	ImageCollection.getNumber(property)	Number	object|property	Element|String	
ee.ImageCollection.getRegion	Output an array of values for each [pixel, band, image] tuple in an ImageCollection.  The output contains rows of id, lon, lat, time, and all bands for each image that intersects each pixel in the given region. Attempting to extract more than 1048576 values will result in an error.	ImageCollection.getRegion(geometry, scale, crs, crsTransform)	List	collection|geometry|scale|crs|crsTransform	ImageCollection|Geometry|Float, default: null|Projection, optional|List, default: null	
ee.ImageCollection.getString	Extract a property from a feature.	ImageCollection.getString(property)	String	object|property	Element|String	
ee.ImageCollection.getVideoThumbURL	Get the URL of an animated thumbnail for this ImageCollection.	ImageCollection.getVideoThumbURL(params, callback)	Object|String	imagecollection|params| dimensions | region | format | framesPerSecond |callback	ImageCollection|Object| region  (E,S,W,N or GeoJSON) Geospatial region of the image to render. By default, the whole image.|callback	
ee.ImageCollection.iterate	Applies a user-supplied function to each element of a collection. The user-supplied function is given two arguments: the current element, and the value returned by the previous call to iterate() or the first argument, for the first iteration. The result is the value returned by the final call to the user-supplied function.	ImageCollection.iterate(algorithm, first)	ComputedObject	collection|algorithm|first	Collection|Function|Object, optional	
ee.ImageCollection.limit	Limit a collection to the specified number of elements, optionally sorting them by a specified property first.	ImageCollection.limit(max, property, ascending)	Collection	collection|max|property|ascending	Collection|Number|String, optional|Boolean, optional	
ee.ImageCollection.linkCollection	Links images in this collection to matching images from imageCollection.	ImageCollection.linkCollection(imageCollection, linkedBands, linkedProperties, matchPropertyName)	ImageCollection	imagecollection|imageCollection|linkedBands|linkedProperties|matchPropertyName	ImageCollection|ImageCollection|List, optional|List, optional|String, optional	
ee.ImageCollection.load	Returns the image collection given its ID.	ee.ImageCollection.load(id, version)	ImageCollection	id|version	String|Long, default: null	
ee.ImageCollection.map	Maps an algorithm over a collection.	ImageCollection.map(algorithm, dropNulls)	Collection	collection|algorithm|dropNulls	Collection|Function|Boolean, optional	
ee.ImageCollection.max	Reduces an image collection by calculating the maximum value of each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.max()	Image	collection	ImageCollection	
ee.ImageCollection.mean	Reduces an image collection by calculating the mean of all values at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.mean()	Image	collection	ImageCollection	
ee.ImageCollection.median	Reduces an image collection by calculating the median of all values at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.median()	Image	collection	ImageCollection	
ee.ImageCollection.merge	Merges two image collections into one. The result has all the images that were in either collection.	ImageCollection.merge(collection2)	ImageCollection	collection1|collection2	ImageCollection|ImageCollection	
ee.ImageCollection.min	Reduces an image collection by calculating the minimum value of each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.min()	Image	collection	ImageCollection	
ee.ImageCollection.mode	Reduces an image collection by calculating the most common value at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.mode()	Image	collection	ImageCollection	
ee.ImageCollection.mosaic	Composites all the images in a collection, using the mask.	ImageCollection.mosaic()	Image	collection	ImageCollection	
ee.ImageCollection.or	Reduces an image collection by setting each pixel to 1 iff any of the non-masked values at that pixel are non-zero across the stack of all matching bands. Bands are matched by name.	ImageCollection.or()	Image	collection	ImageCollection	
ee.ImageCollection.product	Reduces an image collection by calculating the product of all values at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.product()	Image	collection	ImageCollection	
ee.ImageCollection.propertyNames	Returns the names of properties on this element.	ImageCollection.propertyNames()	List	element	Element	
ee.ImageCollection.qualityMosaic	Composites all the images in a collection, using a quality band as a per-pixel ordering function.	ImageCollection.qualityMosaic(qualityBand)	Image	collection|qualityBand	ImageCollection|String	
ee.ImageCollection.randomColumn	Adds a column of deterministic pseudorandom numbers to a collection.  The outputs are double-precision floating point numbers. When using the 'uniform' distribution (default), outputs are in the range of [0, 1). Using the 'normal' distribution, outputs have μ=0, 𝛔=1, but have no explicit limits.	ImageCollection.randomColumn(columnName, seed, distribution)	FeatureCollection	collection|columnName|seed|distribution	"FeatureCollection|String, default: ""random""|Long, default: 0|String, default: ""uniform"""	
ee.ImageCollection.reduce	Applies a reducer across all of the images in a collection.	ImageCollection.reduce(reducer, parallelScale)	Image	collection|reducer|parallelScale	ImageCollection|Reducer|Float, default: 1	
ee.ImageCollection.reduceColumns	Apply a reducer to each element of a collection, using the given selectors to determine the inputs.	ImageCollection.reduceColumns(reducer, selectors, weightSelectors)	Dictionary	collection|reducer|selectors|weightSelectors	FeatureCollection|Reducer|List|List, default: null	
ee.ImageCollection.reduceToImage	Creates an image from a feature collection by applying a reducer over the selected properties of all the features that intersect each pixel.	ImageCollection.reduceToImage(properties, reducer)	Image	collection|properties|reducer	FeatureCollection|List|Reducer	
ee.ImageCollection.remap	Remaps the value of a specific property in a collection. Takes two parallel lists and maps values found in one to values in the other. Any element with a value that is not specified in the first list is dropped from the output collection.	ImageCollection.remap(lookupIn, lookupOut, columnName)	FeatureCollection	collection|lookupIn|lookupOut|columnName	FeatureCollection|List|List|String	
ee.ImageCollection.select	Select bands from each image in a collection.	ImageCollection.select(selectors, names)	ImageCollection	imagecollection|selectors|names	ImageCollection|List|List, optional	
ee.ImageCollection.serialize	Returns the serialized representation of this object.	ImageCollection.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.ImageCollection.set	Overrides one or more metadata properties of an Element.	ImageCollection.set(var_args)	Element	element|var_args	Element|VarArgs	
ee.ImageCollection.size	Returns the number of elements in the collection.	ImageCollection.size()	Integer	collection	FeatureCollection	
ee.ImageCollection.sort	Sort a collection by the specified property.	ImageCollection.sort(property, ascending)	Collection	collection|property|ascending	Collection|String|Boolean, optional	
ee.ImageCollection.style	Draw a vector collection for visualization using a simple style language.	ImageCollection.style(color, pointSize, pointShape, width, fillColor, styleProperty, neighborhood, lineType)	Image	collection|color|pointSize|pointShape|width|fillColor|styleProperty|neighborhood|lineType	"FeatureCollection|String, default: ""black""|Integer, default: 3|String, default: ""circle""|Float, default: 2|String, default: null|String, default: null|Integer, default: 5|String, default: ""solid"""	
ee.ImageCollection.sum	Reduces an image collection by calculating the sum of all values at each pixel across the stack of all matching bands. Bands are matched by name.	ImageCollection.sum()	Image	collection	ImageCollection	
ee.ImageCollection.toArray	Converts an image collection into an image of 2D arrays.  At each pixel, the images that have valid (unmasked) values in all bands are laid out along the first axis of the array in the order they appear in the image collection.  The bands of each image are laid out along the second axis of the array, in the order the bands appear in that image.  The array element type will be the union of the types of each band.	ImageCollection.toArray()	Image	collection	ImageCollection	
ee.ImageCollection.toArrayPerBand	Concatenates multiple images into a single array image. The result will be masked if any input is masked.	ImageCollection.toArrayPerBand(axis)	Image	collection|axis	ImageCollection|Integer, default: 0	
ee.ImageCollection.toBands	Converts a collection to a single multi-band image containing all of the bands of every image in the collection.  Output bands are named by prefixing the existing band names with the image id from which it came (e.g.: 'image1_band1'). Note: The maximum number of bands is 5000	ImageCollection.toBands()	Image	collection	ImageCollection	
ee.ImageCollection.toDictionary	Extract properties from a feature as a dictionary.	ImageCollection.toDictionary(properties)	Dictionary	element|properties	Element|List, default: null	
ee.ImageCollection.toList	Returns the elements of a collection as a list.	ImageCollection.toList(count, offset)	List	collection|count|offset	FeatureCollection|Integer|Integer, default: 0	
ee.ImageCollection.union	Merges all geometries in a given collection into one and returns a collection containing a single feature with only an ID of 'union_result' and a geometry.	ImageCollection.union(maxError)	FeatureCollection	collection|maxError	FeatureCollection|ErrorMargin, default: null	
ee.Join.apply	Joins two collections.	Join.apply(primary, secondary, condition)	FeatureCollection	join|primary|secondary|condition	Join|FeatureCollection|FeatureCollection|Filter	
ee.Join.inner	Returns a join that pairs elements from the primary collection with matching elements from the secondary collection. Each result has a 'primary' property that contains the element from the primary collection, and a 'secondary' property containing the matching element from the secondary collection. If measureKey is specified, the join measure is also attached to the object as a property.	ee.Join.inner(primaryKey, secondaryKey, measureKey)	Join	primaryKey|secondaryKey|measureKey	"String, default: ""primary""|String, default: ""secondary""|String, default: null"	
ee.Join.inverted	Returns a join that produces the elements of the primary collection that match no elements of the secondary collection. No properties are added to the results.	ee.Join.inverted()	Join			
ee.Join.saveAll	UsageReturnsee.Join.saveAll(matchesKey, ordering, ascending, measureKey, outer)Join	ee.Join.saveAll(matchesKey, ordering, ascending, measureKey, outer)	Join	matchesKey|ordering|ascending|measureKey|outer	String|String, default: null|Boolean, default: true|String, default: null|Boolean, default: false	
ee.Join.saveBest	Returns a join that pairs each element from the first collection with a matching element from the second collection. The match with the best join measure is added to each result as an additional property. Join measures are produced when withinDistance or maxDifference filters are used as the join condition.	ee.Join.saveBest(matchKey, measureKey, outer)	Join	matchKey|measureKey|outer	String|String|Boolean, default: false	
ee.Join.saveFirst	Returns a join that pairs each element from the first collection with a matching element from the second collection. The first match is added to the result as an additional property.	ee.Join.saveFirst(matchKey, ordering, ascending, measureKey, outer)	Join	matchKey|ordering|ascending|measureKey|outer	String|String, default: null|Boolean, default: true|String, default: null|Boolean, default: false	
ee.Join.simple	Returns a join that produces the elements of the primary collection that match any element of the secondary collection. No properties are added to the results.	ee.Join.simple()	Join			
ee.Kernel.add	UsageReturnsKernel.add(kernel2, normalize)Kernel	Kernel.add(kernel2, normalize)	Kernel	kernel1|kernel2|normalize	Kernel|Kernel|Boolean, default: false	
